;identifier;titulo;descripcion;autor;fecha_publicacion;idioma;descargas;tamano;temas;formato;url;topics;data;num_favoritos;num_revisions;m4b_links
58;gardenofkama_2104_librivox;The Garden of Kama;LibriVox recording of The Garden of Kama by Laurence Hope. Read by Newgatenovelist Laurence Hope was the nom de plume of Adela Florence Nicolson, a British poet who wrote verses inspired by India, where she lived. This collection, her first, was originally published in 1901. (summary by Newgatenovelist) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (106MB);['Laurence Hope'];2021-04-12T00:00:00Z;['eng'];107637;672788331;['librivox', 'audiobooks', 'poetry', 'India', 'love', 'erotica', 'colonial'];audio;https://archive.org/details/gardenofkama_2104_librivox;librivox, audiobooks, poetry, India, love, erotica, colonial;2021-04-12;12;107262;[{'url': 'https://archive.org/download/gardenofkama_2104_librivox/GardenKama_librivox.m4b', 'text': 'M4B Audiobook (106MB)'}]
59;baladadelacarceldereading_2112_librivox;Balada de la cárcel de Reading;LibriVox recording of Balada de la cárcel de Reading by Oscar Wilde. Read in Spanish by Victor Villarraza Testamentos vitales y literarios de Oscar Wilde que escribió tras su encarcelamiento. Casado y padre de dos hijos, Wilde era un declarado homosexual, y sus relaciones y su enfrentamiento a los convencionalismo victorianos le llevaron a un conocido proceso en el que perdió cuanto tenía y fue condenado a dos años de trabajos forzados, condena que cumplió en la cárcel de Reading. Su paso por la prisión acabó con él. Aunque allí escribió las que sin duda son sus obras maestras: esta Balada de la cárcel de Reading y una larga carta a su ex-amante, que conocemos con el título de De profundis (In carcere et vinculis), dos obras escritas desde el absoluto desgarro y el más hondo dolor. Debemos a la dura prisión de Oscar Wilde sus obras más destacables, pero también el acabamiento de un autor que, en los dos años de libertad que aún le permitió la vida, fue incapaz de volver a la creación....;['Oscar Wilde'];2021-12-03T00:00:00Z;['spa'];193491;109363327;['librivox', 'audiobooks', 'reading', 'oscar wilde', 'ballad', 'gaol', 'jail'];audio;https://archive.org/details/baladadelacarceldereading_2112_librivox;librivox, audiobooks, reading, oscar wilde, ballad, gaol, jail;2021-12-03;3;193491;[{'url': 'https://archive.org/download/baladadelacarceldereading_2112_librivox/BaladaCarcelReading_librivox.m4b', 'text': 'M4B Audiobook (17MB)'}]
60;the_bartlett_mystery_2112_librivox;The Bartlett Mystery;"LibriVox recording of The Bartlett Mystery by Louis Tracy. Read in English by Kirsten Wever This is a fast-paced mystery, set in New York City, has two or three really interesting (""round"") characters, a solid plot, no cheap plot-twists, two full-fledged sub/urban battles and some real surprises. Winifred Bartlett, a beautiful and poor orphan, suddenly finds herself homeless and out of a job. Prince Charming (nee Rex Carshaw) comes on to her by accident and begins to take an interest. As strange, apparently unconnected disasters continue to batter poor Winnie, Rex and two police detectives (the most interesting characters in the book) probe the causes and forces threatening the dear girl's well-being and, ultimately, her very life and liberty. It turns out that it is Winifred's close resemblance to her mother, who died long ago in Vermont, that threatens certain powerful interests in contemporary (1913) New York. An unusually large cast of bad guys - each with a different motive for...";['Louis Tracy'];2021-12-25T00:00:00Z;['eng'];100064;1352938130;['librivox', 'audiobooks', 'new york city'];audio;https://archive.org/details/the_bartlett_mystery_2112_librivox;librivox, audiobooks, new york city;2021-12-25;4;100064;[{'url': 'https://archive.org/download/the_bartlett_mystery_2112_librivox/BartlettMystery_librivox.m4b', 'text': 'M4B Audiobook (221MB)'}]
61;ecc2_2111_librivox;The Early Church Collection Volume 2;LibriVox recording of The Early Church Collection Volume 2. Read in English by InTheDesert. This collection begins with Augustine's response to the charge that Christians, unlike anyone else in the world, believe in things that cannot be seen, two works on christology from Athanasius and Augustine's exposition of the Apostles' Creed. Next come two responses from church leaders on what to do when Christians have participated in idolatry (Cyprian's after the Decian persecution). After some shorter works including all the extant fragments from Papias, there are a large number of works from Rufinus: translator and editor of many of the works of Origen who suffered considerable censure for his labors as can be seen from the content of his prefaces. There follow many short work from the early Christian apologists (whose works are mostly lost), two ethical treatises from Hippolytus and some short historical accounts. The Early Church Collection, Volume 1 (Summary by InTheDesert) For further...;[];2021-11-04T00:00:00Z;['eng'];114899;1521623643;"['librivox', 'audiobooks', 'faith', 'apostle', 'theology', 'apologetics', 'heresy', 'biblical commentary', 'christology', ""apostles' creed"", 'lapsi', 'manichean']";audio;https://archive.org/details/ecc2_2111_librivox;librivox, audiobooks, faith, apostle, theology, apologetics, heresy, biblical commentary, christology, apostles' creed, lapsi, manichean;2021-11-04;3;114899;[{'url': 'https://archive.org/download/ecc2_2111_librivox/EarlyChurchCollection2_librivox.m4b', 'text': 'M4B Audiobook (235MB)'}]
62;3weirdsfstoriesbyfritzleiber_2110_librivox;3 Weird SF Stories by Fritz Leiber;LibriVox recording of 3 Weird SF Stories by Fritz Leiber by Fritz Leiber. Read in English by Phil Chenevert These are three of the strangest stories I could find by the very talented Fritz Leiber. And by strange I mean odd, weird, kinda creepy and yet wonderful. Not your normal Science Fiction here but then Leiber had an amazing imagination and these certainly made me stretch mine. - Summary by phil chenevert For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (30MB);['Fritz Leiber'];2021-10-25T00:00:00Z;['eng'];85876;195284146;['librivox', 'audiobooks'];audio;https://archive.org/details/3weirdsfstoriesbyfritzleiber_2110_librivox;librivox, audiobooks, ;2021-10-25;18;85876;[{'url': 'https://archive.org/download/3weirdsfstoriesbyfritzleiber_2110_librivox/3SFFritzLeiber_librivox.m4b', 'text': 'M4B Audiobook (30MB)'}]
63;ssc096_2104_librivox;Short Story Collection 096;"LibriVox recording of Short Story Collection 096 by Various. Read in English by Peter Thomlinson; Mike Manolakes; KevinS; Phil Schempf; Michael Daly; Scott McKinley; Amy Dunkleberger; Colleen McMahon; Rapunzelina; Hannah F; Victor Seremet; Piotr Nater We are back with the 96th Librivox Short Story Collection. All stories were selected and read by Librivox volunteers. One of Sir Arthur Conan Doyle's lesser known stories is joined by an amusing Mark Twain piece, a poignant story by Conrad Aiken, two stories by the under-rated Katherine Mansfield and 15 other short stories compiled for your enjoyment! For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (186MB)";['Various'];2021-04-20T00:00:00Z;['eng'];93380;1129289900;['librivox', 'audiobooks'];audio;https://archive.org/details/ssc096_2104_librivox;librivox, audiobooks, ;2021-04-20;7;93380;[{'url': 'https://archive.org/download/ssc096_2104_librivox/SSC096_librivox.m4b', 'text': 'M4B Audiobook (186MB)'}]
64;5sfstoriesby_mack_reynolds_2106_librivox;5 SF stories by Mack Reynolds;LibriVox recording of 5 SF stories by Mack Reynolds by Mack Reynolds. Read in English by Phil Chenevert Five Science Fiction stories from the strange mind of Mack Reynolds. Always innovative and interesting, these were published in the early science fiction and fantasy magazines of the 1940's and 50's. - Summary by phil chenevert For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (50MB);['Mack Reynolds'];2021-06-29T00:00:00Z;['eng'];119039;311746890;['librivox', 'audiobooks'];audio;https://archive.org/details/5sfstoriesby_mack_reynolds_2106_librivox;librivox, audiobooks, ;2021-06-29;6;119039;[{'url': 'https://archive.org/download/5sfstoriesby_mack_reynolds_2106_librivox/5SciFiStories_librivox.m4b', 'text': 'M4B Audiobook (50MB)'}]
65;ffcc_009_2108_librivox;First Chapter Collection 009;"LibriVox recording of First Chapter Collection 009 by Various. Read by Ai Robotto; BettyB; Colleen McMahon; Jacqueline Burrell Walton; Mayah; Piotr Nater; czandra; Missgabi; brianna; Rapunzelina The first chapter of a book is often the hook to draw a reader in. It could make you eager for more or realize it isn't for you. Here we offer the ninth ""First Chapter Collection"" in which readers share the first chapters of a variety of fiction and non-fiction works. Several languages are represented. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (103MB)";['Various'];2021-08-31T00:00:00Z;['eng'];78163;623440781;['librivox', 'audiobooks'];audio;https://archive.org/details/ffcc_009_2108_librivox;librivox, audiobooks, ;2021-08-31;1;78163;[{'url': 'https://archive.org/download/ffcc_009_2108_librivox/FCC_librivox.m4b', 'text': 'M4B Audiobook (103MB)'}]
66;ssc_099_2109_librivox;Short Story Collection Vol. 099;LibriVox recording of Short Story Collection Vol. 099 by Various. Read in English by Librivox volunteers A diverse collection of short stories selected and read in English by Librivox readers. This time, we delve into the works of Ernest Hemingway, O. Henry, Sewell Ford and Stephen Leacock and others to bring you tales of mystery, poignant romance, the quirky and the amusing. So sit back and enjoy the 99th Librivox Short Story Collection! For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (145MB);['Various'];2021-09-14T00:00:00Z;['eng'];67783;891467098;['librivox', 'audiobooks'];audio;https://archive.org/details/ssc_099_2109_librivox;librivox, audiobooks, ;2021-09-14;2;67783;[{'url': 'https://archive.org/download/ssc_099_2109_librivox/SSC099_librivox.m4b', 'text': 'M4B Audiobook (145MB)'}]
67;greatgatsby_2109_librivox;The Great Gatsby (version 2);LibriVox recording of The Great Gatsby (version 2) by F. Scott Fitzgerald. Read in English by afinevoice. The Great Gatsby is a 1925 novel by American writer F. Scott Fitzgerald. Set in the Jazz Age on Long Island, near New York City, the novel depicts first-person narrator Nick Carraway's interactions with mysterious millionaire Jay Gatsby and Gatsby's obsession to reunite with his former lover, Daisy Buchanan (Summary from Wikipedia) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (138MB);['F. Scott Fitzgerald'];2021-09-08T00:00:00Z;['eng'];185254;844520365;['librivox', 'audiobooks', 'relationships', 'the american dream'];audio;https://archive.org/details/greatgatsby_2109_librivox;librivox, audiobooks, relationships, the american dream;2021-09-08;20;185254;[{'url': 'https://archive.org/download/greatgatsby_2109_librivox/GreatGatsby2_librivox.m4b', 'text': 'M4B Audiobook (138MB)'}]
